Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
ERR579136_2	(1, 32.062947133122066)	(2, 32.02519658569842)	(3, 32.02325458159659)	(4, 35.856911735878334)	(5, 35.856570666766125)	(6, 35.852832621939186)	(7, 35.8369337000461)	(8, 35.82289058661177)	(9, 35.798595666972126)	(10, 35.79846432703863)	(12, 35.76571662352909)	(14, 37.78585939333013)	(16, 37.72373069868128)	(18, 37.69996134206725)	(20, 37.647360749041226)	(22, 37.58780313760815)	(24, 37.51763772925331)	(26, 37.43609869737241)	(28, 37.360637501891965)	(30, 37.28964799000434)	(32, 37.263413722606586)	(34, 37.194620342887355)	(36, 37.10523258782956)	(38, 36.97760817444784)	(40, 36.85166290911488)	(42, 36.70008270715903)	(44, 36.796195470684594)	(46, 36.697058093911835)	(48, 36.55169763945371)	(50, 35.56949808331248)	(52, 35.554020422295764)	(54, 36.02156524186172)	(56, 36.06585372881268)	(58, 36.1437527295287)	(60, 35.97986128247841)	(62, 35.751911076671405)	(64, 35.5188614363295)	(66, 35.269718405339404)	(68, 35.030602285821715)	(70, 34.782532200849076)	(72, 34.53344136159191)	(74, 34.303874323391305)	(76, 34.06727252807159)	(78, 33.8577754677225)	(80, 33.66245776684545)	(82, 33.49388958273069)	(84, 33.32535364066544)	(86, 33.17619487219409)	(88, 33.01542346347321)	(90, 32.8492055607791)	(92, 32.69493225998254)	(94, 32.5328006677506)	(96, 32.343981508486635)	(98, 32.13707661946977)	(100, 31.09105958460856)
ERR579138_1	(1, 32.635361697097586)	(2, 32.70042739887862)	(3, 31.936615518343356)	(4, 36.31515148250786)	(5, 36.548454553267064)	(6, 36.611742590479885)	(7, 36.584639093200984)	(8, 36.56779189371044)	(9, 36.55809122026109)	(10, 36.532639161989806)	(12, 36.501814812465675)	(14, 38.66027704312591)	(16, 38.65002764112735)	(18, 38.60774752491868)	(20, 38.580874849409724)	(22, 38.516701144005495)	(24, 38.45470695501872)	(26, 38.39122924131772)	(28, 38.31644082612866)	(30, 38.27282280592996)	(32, 38.17338107264868)	(34, 38.07598973181875)	(36, 38.006253768832934)	(38, 37.876861784750204)	(40, 38.04307297503985)	(42, 38.130480142130075)	(44, 38.05772232569798)	(46, 37.97512354091246)	(48, 37.920613747514196)	(50, 37.832793545560065)	(52, 37.6681359610149)	(54, 37.58676928841777)	(56, 37.474633154851134)	(58, 37.29584149576661)	(60, 37.073974241000585)	(62, 36.85839926763089)	(64, 36.65962321114638)	(66, 36.36590709199737)	(68, 36.15955110123227)	(70, 35.93720604431556)	(72, 35.65242358390066)	(74, 35.35439144908538)	(76, 33.88928776853063)	(78, 34.75252620194824)	(80, 34.757668939483565)	(82, 34.66191313266094)	(84, 34.475467195194135)	(86, 34.30529985043745)	(88, 34.13131026962562)	(90, 34.0490609600862)	(92, 33.94278693622933)	(94, 33.815901336247066)	(96, 33.65203476279956)	(98, 33.4532997429066)	(100, 32.40633698688622)
ERR579138_2	(1, 31.89869338429761)	(2, 31.90503060305626)	(3, 31.914521021338206)	(4, 35.71368130012038)	(5, 35.71604487736532)	(6, 35.70260270053138)	(7, 35.67209519503781)	(8, 35.6573756908893)	(9, 35.66269015895194)	(10, 35.654532451683465)	(12, 35.615879388071235)	(14, 37.609886125511494)	(16, 37.57724937885962)	(18, 37.55218076756252)	(20, 37.51591594179557)	(22, 37.431354405095746)	(24, 37.385207526077075)	(26, 37.30482214490028)	(28, 37.239546791786324)	(30, 37.16911504240102)	(32, 37.11887511963773)	(34, 37.088686571595424)	(36, 37.01039455173188)	(38, 36.90934451737853)	(40, 36.79978190223031)	(42, 36.67096142333352)	(44, 36.65911148557437)	(46, 36.6767421603082)	(48, 36.56093944713977)	(50, 35.679736128678)	(52, 35.686088044768)	(54, 36.143219709234856)	(56, 36.05470524254413)	(58, 36.01909363284554)	(60, 36.047641924894876)	(62, 35.86093416479571)	(64, 35.652404261197155)	(66, 35.379605439572906)	(68, 35.135428867645615)	(70, 34.890990340242375)	(72, 34.63855157352745)	(74, 34.31870479483709)	(76, 34.04156860595921)	(78, 33.85694425598099)	(80, 33.6487482970056)	(82, 33.488052398051366)	(84, 33.28230670279948)	(86, 33.1016252833131)	(88, 32.98902449911084)	(90, 32.85948040912153)	(92, 32.689296000002315)	(94, 32.45679229741003)	(96, 32.31047067835297)	(98, 31.96309392616418)	(100, 31.039692866594073)
ERR579139_1	(1, 32.661012603630766)	(2, 32.72369417104124)	(3, 31.960496416310104)	(4, 36.34109842867)	(5, 36.57321956837719)	(6, 36.63542314872221)	(7, 36.604024490798885)	(8, 36.588126200470896)	(9, 36.58211595065518)	(10, 36.5564550730187)	(12, 36.52358373024061)	(14, 38.68348670546338)	(16, 38.66877997522613)	(18, 38.61524692322746)	(20, 38.58191110100289)	(22, 38.51598506076425)	(24, 38.45072604610512)	(26, 38.38991120164896)	(28, 38.311370967168145)	(30, 38.26535477563572)	(32, 38.151428614032966)	(34, 38.04603735937526)	(36, 37.96454690280111)	(38, 37.82086356566084)	(40, 37.983489491494986)	(42, 38.076571338860745)	(44, 37.98531516001104)	(46, 37.88267640643687)	(48, 37.80757656659552)	(50, 37.699649600642)	(52, 37.50764931963991)	(54, 37.39803590496862)	(56, 37.26406995708993)	(58, 37.05772199499163)	(60, 36.81502607979102)	(62, 36.581249950079055)	(64, 36.37394390115465)	(66, 36.074198836676416)	(68, 35.8629656553999)	(70, 35.645630410663514)	(72, 35.37673508500572)	(74, 35.097054913800534)	(76, 33.6022970830549)	(78, 34.52589751312877)	(80, 34.56437750281118)	(82, 34.50024955700871)	(84, 34.33273567230773)	(86, 34.164916291881354)	(88, 33.99087360655143)	(90, 33.91501274663979)	(92, 33.80904674347663)	(94, 33.67921897938503)	(96, 33.49909827442962)	(98, 33.292578352572626)	(100, 32.22940613555581)
ERR579139_2	(1, 31.972686613071815)	(2, 31.976335005960934)	(3, 31.981045743776523)	(4, 35.78652471753879)	(5, 35.785194619164336)	(6, 35.767438792698556)	(7, 35.73685863378517)	(8, 35.723416276656316)	(9, 35.73101331049769)	(10, 35.721630940173085)	(12, 35.68584620434953)	(14, 37.669496069855356)	(16, 37.63163490904138)	(18, 37.60177842319935)	(20, 37.56144114272439)	(22, 37.474355901252466)	(24, 37.42726242599399)	(26, 37.3464139561537)	(28, 37.280963749394445)	(30, 37.209164661855226)	(32, 37.15741131702938)	(34, 37.120753506508365)	(36, 37.032383800878236)	(38, 36.919227055605404)	(40, 36.79875724998617)	(42, 36.66121332330471)	(44, 36.631571664488405)	(46, 36.63173411030357)	(48, 36.49260553955223)	(50, 35.58378376676434)	(52, 35.570048222063406)	(54, 36.00542222540626)	(56, 35.89202222031943)	(58, 35.835750624655816)	(60, 35.85771766601103)	(62, 35.656622109516064)	(64, 35.4315934238859)	(66, 35.14667766685719)	(68, 34.89896275116641)	(70, 34.660919958538834)	(72, 34.423165392057214)	(74, 34.12124365179392)	(76, 33.86581832549632)	(78, 33.70429852508523)	(80, 33.525136711143126)	(82, 33.38564249418961)	(84, 33.19399825003413)	(86, 33.0259972732329)	(88, 32.92531847380753)	(90, 32.80335217121413)	(92, 32.63497123640457)	(94, 32.40648236495155)	(96, 32.258683606611136)	(98, 31.903887116542073)	(100, 30.96576370619187)
ERR579140_1	(1, 32.692374461965755)	(2, 32.760971853042925)	(3, 32.1761644499126)	(4, 36.394767418094574)	(5, 36.572812868315985)	(6, 36.60615816616011)	(7, 36.58852078567777)	(8, 36.599376100629826)	(9, 36.559674101009854)	(10, 36.574479656342994)	(12, 36.571412991719825)	(14, 38.71471230268067)	(16, 38.656067797987575)	(18, 38.65007850421007)	(20, 38.64815252331444)	(22, 38.58215678675545)	(24, 38.519457308776445)	(26, 38.36973113031668)	(28, 38.33761525748602)	(30, 38.23643638461924)	(32, 38.16822535415946)	(34, 38.02589799427615)	(36, 38.0474873895217)	(38, 38.24586414261401)	(40, 38.306455477192685)	(42, 38.2455374566854)	(44, 38.15643806717709)	(46, 38.05792910709077)	(48, 37.97315348758022)	(50, 37.84693691851973)	(52, 37.69944981068119)	(54, 37.56343253068344)	(56, 37.41961376935609)	(58, 37.24479880358737)	(60, 37.02728740201779)	(62, 36.81702536060047)	(64, 36.567625905774946)	(66, 36.347084569292136)	(68, 36.09044784229256)	(70, 35.82649748923821)	(72, 35.55290759459281)	(74, 35.278366974916025)	(76, 33.68974274276049)	(78, 34.70683396842536)	(80, 34.776159665734795)	(82, 34.642356049424265)	(84, 34.53983134098685)	(86, 34.37673157792675)	(88, 34.164161464603396)	(90, 34.08265105198569)	(92, 33.96073581807899)	(94, 33.85326428754111)	(96, 33.647255440072605)	(98, 33.47925004275706)	(100, 32.32056098332886)
ERR579140_2	(1, 31.851810281200308)	(2, 31.854620481067375)	(3, 31.857067686711634)	(4, 35.672665091118844)	(5, 35.67421173129635)	(6, 35.65986585183195)	(7, 35.62493880322406)	(8, 35.598612184766324)	(9, 35.59462454928199)	(10, 35.59024225794384)	(12, 35.56631066720605)	(14, 37.61226028846086)	(16, 37.54845624652041)	(18, 37.53092059358316)	(20, 37.49718453243601)	(22, 37.448393171671896)	(24, 37.39672111262099)	(26, 37.34320747781407)	(28, 37.247937241967406)	(30, 37.185785415940785)	(32, 37.14066120397993)	(34, 37.04908117281424)	(36, 36.98432570717944)	(38, 36.88355296820083)	(40, 36.76079613376331)	(42, 36.610920796306324)	(44, 36.60696312570009)	(46, 36.631433685007735)	(48, 36.49888280465581)	(50, 35.498466700958076)	(52, 35.510728967855)	(54, 36.0126700088189)	(56, 35.91722822349061)	(58, 35.729332634699944)	(60, 35.492137701723124)	(62, 35.570446119811116)	(64, 35.44805066047272)	(66, 35.20336687011658)	(68, 34.91742773058057)	(70, 34.67517491027227)	(72, 34.44887768889035)	(74, 34.218687606209244)	(76, 33.98177396824836)	(78, 33.763213995563206)	(80, 33.42466154270948)	(82, 33.37072793383382)	(84, 33.23204117356126)	(86, 33.0440928190822)	(88, 32.9003051205319)	(90, 32.74346786173668)	(92, 32.60970891549609)	(94, 32.46193587706832)	(96, 32.28180079247011)	(98, 32.1083318508001)	(100, 31.06536942402913)
ERR579141_1	(1, 31.56872931253083)	(2, 31.819632794662095)	(3, 32.076300183654695)	(4, 35.617300347357705)	(5, 35.587906945061)	(6, 35.57638318459106)	(7, 35.58643803417485)	(8, 35.566768324664814)	(9, 37.261457668252035)	(10, 37.25202096995669)	(12, 37.184648196417484)	(14, 38.1581332387655)	(16, 38.304118697630614)	(18, 38.32111513572892)	(20, 38.24977894648581)	(22, 38.103976307467406)	(24, 38.00580800867081)	(26, 37.78655223305792)	(28, 37.61187615752126)	(30, 37.37445282600645)	(32, 37.42517253849894)	(34, 37.56883539280919)	(36, 37.55599163311844)	(38, 37.442771580334195)	(40, 37.324054348916334)	(42, 37.197405053159926)	(44, 37.02214664014993)	(46, 36.82928371038868)	(48, 36.347921806584345)	(50, 36.17002242719178)	(52, 36.05540100765073)	(54, 35.78985170176723)	(56, 35.50329949895747)	(58, 35.16608771698665)	(60, 34.81981927453552)	(62, 34.42961305834615)	(64, 33.983837201043876)	(66, 33.560941078167644)	(68, 33.09339087500289)	(70, 32.61344688369597)	(72, 32.1318382759423)	(74, 31.684225145726536)	(76, 30.693125483743614)	(78, 31.239907188982123)	(80, 31.064630385094098)	(82, 30.835765254719107)	(84, 30.540687125550534)	(86, 30.25609721127743)	(88, 30.00978013584325)	(90, 29.696731063777992)	(92, 29.39137860441548)	(94, 29.127247906736955)	(96, 28.498105648818683)	(98, 27.991874649953232)	(100, 27.006418265190895)
ERR579141_2	(1, 31.262653498798)	(2, 31.442283072636588)	(3, 31.57825427494145)	(4, 35.06758932007835)	(5, 35.06344489941702)	(6, 35.04447870148786)	(7, 35.0180071499378)	(8, 34.98569915645156)	(9, 36.53370757560194)	(10, 36.57425468244459)	(12, 36.4743235514431)	(14, 37.650735356838084)	(16, 37.53606811134273)	(18, 37.44975814785467)	(20, 37.37806666378704)	(22, 37.2115809415815)	(24, 37.0572765142317)	(26, 36.95675850853367)	(28, 36.960567809889625)	(30, 36.89678059210642)	(32, 36.759788968304406)	(34, 36.58636056865079)	(36, 36.426798165074345)	(38, 36.32603539130888)	(40, 36.358560233815815)	(42, 36.25467433808265)	(44, 35.830252619278454)	(46, 35.83099070450009)	(48, 35.612651266484185)	(50, 34.885740681118264)	(52, 34.9526365924994)	(54, 35.14943928390761)	(56, 34.95293595848598)	(58, 34.63124580533715)	(60, 34.256426099462956)	(62, 33.88275606545072)	(64, 33.56562430920776)	(66, 33.2013748814726)	(68, 32.85363238594903)	(70, 32.479194230297594)	(72, 32.09999967331993)	(74, 31.690333548821187)	(76, 31.289118274761414)	(78, 30.91837623187122)	(80, 30.58222422424675)	(82, 30.26052176009898)	(84, 29.878211582695975)	(86, 29.349026075966183)	(88, 29.213592837091788)	(90, 28.92169427294749)	(92, 28.511914324642795)	(94, 28.168550128512308)	(96, 27.690089022738988)	(98, 27.109170611328516)	(100, 25.371740867204913)
ERR579142_1	(1, 31.879990104892443)	(2, 32.101913892596244)	(3, 32.26653838211958)	(4, 35.775650520944886)	(5, 35.76554483189659)	(6, 35.67986684645413)	(7, 35.58793177893452)	(8, 35.70386936171935)	(9, 37.278772253099554)	(10, 37.18968075895137)	(12, 36.97815902314177)	(14, 38.20621465179386)	(16, 38.58861758877241)	(18, 38.486710822572796)	(20, 35.97310129244964)	(22, 36.104114008798845)	(24, 38.03270834364515)	(26, 38.352598617599)	(28, 38.16087688687668)	(30, 38.03806012639617)	(32, 38.10436182747763)	(34, 37.740020231205)	(36, 37.712230353644614)	(38, 36.78514051754785)	(40, 37.19370293954336)	(42, 36.13234351800073)	(44, 37.38403682216194)	(46, 37.05326558129294)	(48, 37.28240650370479)	(50, 37.21367614781995)	(52, 36.52505986790554)	(54, 36.207689216149646)	(56, 36.50187769967396)	(58, 36.23038685996888)	(60, 35.92001194835649)	(62, 35.550160412718554)	(64, 33.270159314830124)	(66, 33.21392911726066)	(68, 32.00722729511513)	(70, 26.417616650028414)	(72, 22.575131729854107)	(74, 20.82141980328958)	(76, 19.631069604045052)	(78, 20.57579464349689)	(80, 20.630134193929223)	(82, 20.54544623079061)	(84, 20.43641917126287)	(86, 20.33709718792742)	(88, 20.205948329179265)	(90, 20.075885981322983)	(92, 19.885499832582596)	(94, 19.814983344164634)	(96, 19.646329283058748)	(98, 19.36184940364584)	(100, 18.67753529762461)
ERR579142_2	(1, 26.196478706309236)	(2, 25.83659631160995)	(3, 25.459052730431242)	(4, 28.514535256101)	(5, 28.67014711175788)	(6, 29.135964485990474)	(7, 27.56244976022674)	(8, 28.373696632329548)	(9, 28.278799876706284)	(10, 28.411422347272058)	(12, 28.302241805622877)	(14, 28.839700016097893)	(16, 28.70051997294368)	(18, 28.436908229051276)	(20, 28.41681593586469)	(22, 29.641663751135503)	(24, 28.67776651744392)	(26, 28.72815444566671)	(28, 28.077979783682817)	(30, 27.136862235569673)	(32, 27.308389980836694)	(34, 27.762502619038962)	(36, 27.941982682080052)	(38, 28.404412848243982)	(40, 28.56424891078143)	(42, 27.50756438778732)	(44, 27.571640095379408)	(46, 27.090937848260744)	(48, 27.636679718673854)	(50, 26.09475846119365)	(52, 25.782172973098454)	(54, 26.692997902546242)	(56, 26.942263945432124)	(58, 26.581955325184005)	(60, 26.699172060884408)	(62, 26.42192774955697)	(64, 25.4064033531319)	(66, 21.94305832698102)	(68, 20.537151987095154)	(70, 20.315838529399613)	(72, 20.131003861272198)	(74, 19.932538177994175)	(76, 19.75392679447871)	(78, 19.574999256491047)	(80, 19.410342698182887)	(82, 19.25864533338677)	(84, 19.11669952511739)	(86, 18.994706216239358)	(88, 18.84721663586029)	(90, 18.70987896027002)	(92, 18.57788698177029)	(94, 18.410119028110493)	(96, 18.23406198151716)	(98, 18.0220546629195)	(100, 17.187120495125104)
ERR579143_1	(1, 31.140840644811526)	(2, 31.261838375922846)	(3, 27.46119429691348)	(4, 32.828873067753435)	(5, 34.274169043842925)	(6, 34.74227103281171)	(7, 34.69659323331707)	(8, 34.88079601481359)	(9, 36.22714105147176)	(10, 36.18859649758671)	(12, 36.14413333755547)	(14, 37.27271759603862)	(16, 37.466948888389524)	(18, 37.189720030506194)	(20, 37.31142795772931)	(22, 37.25699202665133)	(24, 37.19779310802649)	(26, 37.02608024014281)	(28, 36.937834586684176)	(30, 36.55990972516574)	(32, 36.68808457647856)	(34, 36.57145438930955)	(36, 36.52289128219489)	(38, 35.3277974916705)	(40, 35.49533319318898)	(42, 34.445953408235525)	(44, 35.764454217244854)	(46, 35.18823680223662)	(48, 35.36731819799802)	(50, 35.282261960309135)	(52, 34.42438931337027)	(54, 34.09226597769568)	(56, 34.31894684192595)	(58, 33.91598359013959)	(60, 33.49846221462916)	(62, 32.79882431354386)	(64, 30.100507915167142)	(66, 29.938549132103347)	(68, 28.50868781778081)	(70, 24.1744282091498)	(72, 22.49025697920764)	(74, 22.00502646400929)	(76, 21.320958396585873)	(78, 21.696210608723717)	(80, 21.649037219770122)	(82, 21.318924256049065)	(84, 21.24125325673465)	(86, 21.091303979578093)	(88, 20.90527021598126)	(90, 20.679583282941138)	(92, 20.457781883761328)	(94, 20.22699954637487)	(96, 19.920782821914557)	(98, 19.49502244662274)	(100, 18.116956690436524)
ERR579143_2	(1, 24.719767792768476)	(2, 24.257611535889225)	(3, 24.302156531572347)	(4, 27.388588790919258)	(5, 27.452494156095117)	(6, 27.769789405773974)	(7, 26.44145469833929)	(8, 26.744102777948402)	(9, 27.255631380176393)	(10, 27.519712854149027)	(12, 27.334575849059195)	(14, 27.964526095271957)	(16, 27.975626023660993)	(18, 27.709392291119745)	(20, 27.45288338095316)	(22, 28.099792835622505)	(24, 27.11422185359087)	(26, 27.117916170534052)	(28, 26.73199690054622)	(30, 26.434588172096753)	(32, 26.508897156811987)	(34, 26.7102663492944)	(36, 26.70706327517343)	(38, 26.82149954198741)	(40, 26.718956379880716)	(42, 26.081936105622546)	(44, 26.19722334876066)	(46, 25.767549359869705)	(48, 26.08556808249339)	(50, 25.415146729988514)	(52, 25.023702046501725)	(54, 25.47621772022279)	(56, 25.05412655797722)	(58, 24.952858048145306)	(60, 24.751387829646024)	(62, 24.454328266644588)	(64, 23.70322226448596)	(66, 21.982321896816877)	(68, 21.540626880169334)	(70, 21.333324965367687)	(72, 21.150798651104285)	(74, 20.90880585950898)	(76, 20.477024974562276)	(78, 20.285940367943773)	(80, 20.178569589108726)	(82, 19.99986978784155)	(84, 19.75930074582991)	(86, 19.527454506817158)	(88, 19.14332669364509)	(90, 18.958293118136726)	(92, 18.786785812254138)	(94, 18.50277001282283)	(96, 18.196949800218)	(98, 17.776402260571583)	(100, 16.596009548637277)
ERR579144_1	(1, 32.560115088301366)	(2, 32.703535494009095)	(3, 31.60106505302501)	(4, 36.08597994969431)	(5, 36.453673689663354)	(6, 36.557953490427586)	(7, 36.54678417441563)	(8, 36.54027884635293)	(9, 36.51989405364329)	(10, 36.51019464009046)	(12, 36.49662354708532)	(14, 38.61312205049944)	(16, 38.59478766294171)	(18, 38.57344654181972)	(20, 38.51979748780565)	(22, 38.44560085664123)	(24, 38.41987115901925)	(26, 38.360094505577095)	(28, 38.27470390571039)	(30, 38.17094347294321)	(32, 38.038297031347454)	(34, 37.98605325168559)	(36, 37.915891439435654)	(38, 37.78870765627072)	(40, 37.89417266068335)	(42, 37.86290065201537)	(44, 37.93881737636356)	(46, 37.867676627934586)	(48, 37.818506979111305)	(50, 37.723873210872895)	(52, 37.59072898658499)	(54, 37.44945469981529)	(56, 37.280468218776946)	(58, 37.14237361782689)	(60, 36.9008760197175)	(62, 36.67470563537495)	(64, 36.447798496293814)	(66, 36.23471988338028)	(68, 35.944163942776335)	(70, 35.71369156456794)	(72, 35.46156982140347)	(74, 35.20009621649652)	(76, 33.6722694781034)	(78, 34.58997036252434)	(80, 34.65956324578116)	(82, 34.525179726774915)	(84, 34.392036652756545)	(86, 34.20671238225962)	(88, 34.01781567280018)	(90, 33.856676685561666)	(92, 33.83091256505875)	(94, 33.780864522134436)	(96, 33.64416005742146)	(98, 33.46131946026854)	(100, 32.426899618306486)
ERR579144_2	(1, 31.726134484572317)	(2, 31.709348956246842)	(3, 31.72210234962008)	(4, 35.48933693039185)	(5, 35.48589467069899)	(6, 35.470103401278855)	(7, 35.44987530084164)	(8, 35.4367318666895)	(9, 35.42302366439577)	(10, 35.421545298224984)	(12, 35.378117468308446)	(14, 37.35311259670394)	(16, 37.31260995902229)	(18, 37.28920613480494)	(20, 37.23285719937656)	(22, 37.174120247586856)	(24, 37.12400953627409)	(26, 37.04197374721375)	(28, 36.959484538943144)	(30, 36.88106095124905)	(32, 36.88349429675063)	(34, 36.82140838490825)	(36, 36.74742505063813)	(38, 36.65599180087874)	(40, 36.54936989512865)	(42, 36.40556707450301)	(44, 36.501036336049)	(46, 36.43660087797092)	(48, 36.30874684268763)	(50, 35.343624520326955)	(52, 35.337631672844935)	(54, 35.84192328588325)	(56, 35.76080740003327)	(58, 35.566087443944596)	(60, 35.35794371455661)	(62, 35.431904526265185)	(64, 35.27763053223199)	(66, 35.037711402144765)	(68, 34.778579660809086)	(70, 34.51617533163761)	(72, 34.252124625938734)	(74, 33.99159290717107)	(76, 33.755593824660124)	(78, 33.54323564969879)	(80, 33.35752599630454)	(82, 33.191798015850374)	(84, 33.020863745063465)	(86, 32.880067501792645)	(88, 32.74687499458592)	(90, 32.60730466882476)	(92, 32.46296940121143)	(94, 32.313257958395404)	(96, 32.14590845291616)	(98, 31.91742457831758)	(100, 30.914563730172443)
ERR579145_1	(1, 32.7909482387182)	(2, 32.809160742631136)	(3, 32.6675372242221)	(4, 36.704828297431774)	(5, 36.71534347156998)	(6, 36.72354136845923)	(7, 36.69785687728574)	(8, 36.69447195635948)	(9, 36.63353760946062)	(10, 36.660467083859075)	(12, 36.656662208154685)	(14, 38.94967387213528)	(16, 38.886143492919814)	(18, 38.83971511482636)	(20, 38.83128350479889)	(22, 38.783163786121705)	(24, 38.70363192456553)	(26, 38.6334741939165)	(28, 38.542000545741914)	(30, 38.41941461663567)	(32, 38.383974229562824)	(34, 38.294562810847204)	(36, 38.19931122101704)	(38, 38.21681609401095)	(40, 38.14140531275346)	(42, 38.03951834252381)	(44, 38.14030359816874)	(46, 38.08609949874197)	(48, 37.99051279923462)	(50, 37.88332866653643)	(52, 37.695853602834276)	(54, 37.52720509759996)	(56, 37.25567089849481)	(58, 37.10191661856247)	(60, 36.90581518072082)	(62, 36.663437877176335)	(64, 36.44843091987806)	(66, 36.235369477827184)	(68, 35.99902714747126)	(70, 35.735677330778444)	(72, 35.49862363024513)	(74, 35.26068513007418)	(76, 33.82234994204339)	(78, 34.70556977148614)	(80, 34.8160697342454)	(82, 34.752528839552106)	(84, 34.52716072000578)	(86, 34.383304200018515)	(88, 34.21341221105878)	(90, 34.18626325927729)	(92, 34.10519938370948)	(94, 33.995931421166446)	(96, 33.817369022131174)	(98, 33.61469945359755)	(100, 32.510445741614895)
ERR579145_2	(1, 32.04787727427578)	(2, 32.03639357527841)	(3, 32.0403731331895)	(4, 35.86800395199749)	(5, 35.847022346946844)	(6, 35.84319289083848)	(7, 35.82029105324165)	(8, 35.810408895684255)	(9, 35.80346970528798)	(10, 35.801563158047784)	(12, 35.77601889855343)	(14, 37.85474784453584)	(16, 37.822093660487944)	(18, 37.78041941723602)	(20, 37.7297699479184)	(22, 37.6685678169739)	(24, 37.612168298362604)	(26, 37.51647044607871)	(28, 37.450390481070585)	(30, 37.39432552168728)	(32, 37.351295768807084)	(34, 37.27915475070687)	(36, 37.181870598731564)	(38, 37.06348512849496)	(40, 36.93406611282113)	(42, 36.78043727836353)	(44, 36.858496023972556)	(46, 36.760955343688714)	(48, 36.60726952824833)	(50, 35.6394599113921)	(52, 35.596706009485494)	(54, 36.03657338235698)	(56, 35.93285800969261)	(58, 36.02716652819389)	(60, 35.89989219547309)	(62, 35.683079271290296)	(64, 35.44711654209179)	(66, 35.2004083611791)	(68, 34.94028020977201)	(70, 34.701606537241005)	(72, 34.48689756277038)	(74, 34.25203341629046)	(76, 34.05068915860309)	(78, 33.82490975859879)	(80, 33.653402429007045)	(82, 33.512884895909295)	(84, 33.364018225259144)	(86, 33.18737957025634)	(88, 33.07544464337383)	(90, 32.93622486070029)	(92, 32.790580861329246)	(94, 32.641212997191346)	(96, 32.45841380963918)	(98, 32.246307795552696)	(100, 31.16144701630339)
ERR579146_1	(1, 32.11903930337229)	(2, 32.4068706379834)	(3, 29.89522613680166)	(4, 34.837395342860084)	(5, 35.880868004294385)	(6, 36.169055953463214)	(7, 36.21523919007833)	(8, 36.22334550136462)	(9, 36.170206886843054)	(10, 36.19243360547033)	(12, 36.17729889050365)	(14, 37.99236507490997)	(16, 37.973156872895245)	(18, 37.95429024062754)	(20, 37.879653835527044)	(22, 37.82199209464363)	(24, 37.76178534656027)	(26, 37.65836632057311)	(28, 37.48852646062646)	(30, 37.37267197103298)	(32, 37.30029490402558)	(34, 37.2014686952233)	(36, 37.07532938859755)	(38, 37.015951574196556)	(40, 37.11950285082541)	(42, 36.97721877876328)	(44, 36.853214323268865)	(46, 36.690259217477255)	(48, 36.544903580564146)	(50, 36.64568113241121)	(52, 36.53603917381321)	(54, 36.384455103228746)	(56, 36.225673243482966)	(58, 36.02677103425921)	(60, 35.78565406204635)	(62, 35.54227860960556)	(64, 35.287374725142676)	(66, 35.01710291506236)	(68, 34.75925288563866)	(70, 34.55139838137568)	(72, 34.25909822326898)	(74, 34.01933892994572)	(76, 32.487624801422974)	(78, 33.32648563537989)	(80, 33.41418620131141)	(82, 33.32696069967313)	(84, 33.15782773136286)	(86, 32.98406680556505)	(88, 32.69471011159046)	(90, 32.574030827342554)	(92, 32.464503007707506)	(94, 32.281588338678226)	(96, 32.04122163391019)	(98, 31.80735061998882)	(100, 30.854867686841374)
ERR579146_2	(1, 31.382684780461467)	(2, 31.177486001623983)	(3, 31.292490271755177)	(4, 35.06861201466358)	(5, 35.083880942638565)	(6, 35.02141291554212)	(7, 34.98141758919165)	(8, 35.01041030126231)	(9, 34.99783015869241)	(10, 35.0132498671971)	(12, 34.94683502757061)	(14, 36.61492819893584)	(16, 36.41328552865288)	(18, 36.48151056033116)	(20, 36.43592093425465)	(22, 36.400810142145474)	(24, 36.30417455643491)	(26, 36.23622205780283)	(28, 36.12183325232584)	(30, 36.0506835330397)	(32, 36.01801979064959)	(34, 35.94201913326749)	(36, 35.80289735602304)	(38, 35.68980443097234)	(40, 35.557162281048946)	(42, 35.40304585677602)	(44, 35.49967391471958)	(46, 35.30260069551849)	(48, 35.09233146160733)	(50, 34.189790748022624)	(52, 34.112511399687904)	(54, 34.551167722873856)	(56, 34.49655333359655)	(58, 34.44337747700261)	(60, 34.498676314018375)	(62, 34.29915650620077)	(64, 34.03464299822338)	(66, 33.80431927829174)	(68, 33.547323478850075)	(70, 33.279027557482166)	(72, 33.02968919136834)	(74, 32.76109822871642)	(76, 32.50661084852454)	(78, 32.29352065362979)	(80, 32.07831888792019)	(82, 31.892414869694676)	(84, 31.68947799182253)	(86, 31.50789727098715)	(88, 31.326521783674153)	(90, 31.147483550059746)	(92, 30.953234090627408)	(94, 30.733259280980725)	(96, 30.508190843177033)	(98, 30.23489386802898)	(100, 29.18026903424304)
