Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
DRR076638_1	(11.0, 9.0)	(12.0, 216.0)	(13.0, 333.0)	(14.0, 495.0)	(15.0, 1278.0)	(16.0, 3984.0)	(17.0, 10619.0)	(18.0, 25032.0)	(19.0, 50848.0)	(20.0, 89180.0)	(21.0, 140558.0)	(22.0, 207660.0)	(23.0, 293882.0)	(24.0, 404976.0)	(25.0, 539867.0)	(26.0, 699907.0)	(27.0, 886718.0)	(28.0, 1087263.0)	(29.0, 1306700.0)	(30.0, 1547534.0)	(31.0, 1813978.0)	(32.0, 2114536.0)	(33.0, 2475219.0)	(34.0, 2935819.0)	(35.0, 3570524.0)	(36.0, 4523465.0)	(37.0, 6150022.0)	(38.0, 9412758.0)	(39.0, 18597110.0)	(40.0, 49942587.0)								
DRR076638_2	(10.0, 61.0)	(11.0, 13628.0)	(12.0, 173109.0)	(13.0, 657911.0)	(14.0, 1249701.0)	(15.0, 1114113.0)	(16.0, 705692.0)	(17.0, 516108.0)	(18.0, 455434.0)	(19.0, 442505.0)	(20.0, 468146.0)	(21.0, 522046.0)	(22.0, 595751.0)	(23.0, 686439.0)	(24.0, 790019.0)	(25.0, 910965.0)	(26.0, 1049037.0)	(27.0, 1214802.0)	(28.0, 1411795.0)	(29.0, 1646282.0)	(30.0, 1931846.0)	(31.0, 2269200.0)	(32.0, 2690372.0)	(33.0, 3234839.0)	(34.0, 3961174.0)	(35.0, 5012900.0)	(36.0, 6681090.0)	(37.0, 9577679.0)	(38.0, 15144489.0)	(39.0, 25943937.0)	(40.0, 17762007.0)							
DRR076639_1	(11.0, 1.0)	(12.0, 151.0)	(13.0, 361.0)	(14.0, 481.0)	(15.0, 734.0)	(16.0, 1482.0)	(17.0, 4060.0)	(18.0, 11248.0)	(19.0, 26643.0)	(20.0, 51852.0)	(21.0, 87567.0)	(22.0, 134715.0)	(23.0, 196405.0)	(24.0, 275338.0)	(25.0, 377576.0)	(26.0, 503544.0)	(27.0, 652433.0)	(28.0, 827712.0)	(29.0, 1027470.0)	(30.0, 1249033.0)	(31.0, 1504569.0)	(32.0, 1796926.0)	(33.0, 2143379.0)	(34.0, 2564726.0)	(35.0, 3114939.0)	(36.0, 3866620.0)	(37.0, 5085778.0)	(38.0, 7525000.0)	(39.0, 15364944.0)	(40.0, 61401176.0)								
DRR076639_2	(10.0, 15.0)	(11.0, 2210.0)	(12.0, 74238.0)	(13.0, 523101.0)	(14.0, 1263745.0)	(15.0, 1248696.0)	(16.0, 863554.0)	(17.0, 649766.0)	(18.0, 558063.0)	(19.0, 530941.0)	(20.0, 553648.0)	(21.0, 613868.0)	(22.0, 699175.0)	(23.0, 805567.0)	(24.0, 926171.0)	(25.0, 1065640.0)	(26.0, 1219017.0)	(27.0, 1391070.0)	(28.0, 1591594.0)	(29.0, 1820944.0)	(30.0, 2098600.0)	(31.0, 2441225.0)	(32.0, 2864747.0)	(33.0, 3388457.0)	(34.0, 4043179.0)	(35.0, 4911729.0)	(36.0, 6125015.0)	(37.0, 7932396.0)	(38.0, 11008536.0)	(39.0, 19509815.0)	(40.0, 29072141.0)							
DRR076640_1	(12.0, 126.0)	(13.0, 342.0)	(14.0, 489.0)	(15.0, 740.0)	(16.0, 1563.0)	(17.0, 4057.0)	(18.0, 11185.0)	(19.0, 26290.0)	(20.0, 52232.0)	(21.0, 88081.0)	(22.0, 136484.0)	(23.0, 199914.0)	(24.0, 281180.0)	(25.0, 383647.0)	(26.0, 510455.0)	(27.0, 661158.0)	(28.0, 838578.0)	(29.0, 1036635.0)	(30.0, 1265055.0)	(31.0, 1522329.0)	(32.0, 1824757.0)	(33.0, 2180291.0)	(34.0, 2608643.0)	(35.0, 3160056.0)	(36.0, 3927631.0)	(37.0, 5148676.0)	(38.0, 7597297.0)	(39.0, 15400334.0)	(40.0, 60749138.0)									
DRR076640_2	(10.0, 23.0)	(11.0, 3298.0)	(12.0, 108334.0)	(13.0, 687930.0)	(14.0, 1365116.0)	(15.0, 1148197.0)	(16.0, 770013.0)	(17.0, 601792.0)	(18.0, 529548.0)	(19.0, 502837.0)	(20.0, 520021.0)	(21.0, 573547.0)	(22.0, 654291.0)	(23.0, 753378.0)	(24.0, 871613.0)	(25.0, 1003297.0)	(26.0, 1156656.0)	(27.0, 1326508.0)	(28.0, 1522430.0)	(29.0, 1754593.0)	(30.0, 2038851.0)	(31.0, 2385594.0)	(32.0, 2804198.0)	(33.0, 3298123.0)	(34.0, 3910983.0)	(35.0, 4729424.0)	(36.0, 5894780.0)	(37.0, 7664518.0)	(38.0, 10735376.0)	(39.0, 19204485.0)	(40.0, 31097609.0)							
DRR076641_1	(11.0, 2.0)	(12.0, 129.0)	(13.0, 330.0)	(14.0, 499.0)	(15.0, 744.0)	(16.0, 1481.0)	(17.0, 4139.0)	(18.0, 11417.0)	(19.0, 27399.0)	(20.0, 53431.0)	(21.0, 89931.0)	(22.0, 138375.0)	(23.0, 202001.0)	(24.0, 284078.0)	(25.0, 390158.0)	(26.0, 518750.0)	(27.0, 672676.0)	(28.0, 851234.0)	(29.0, 1053466.0)	(30.0, 1282112.0)	(31.0, 1541763.0)	(32.0, 1839786.0)	(33.0, 2196382.0)	(34.0, 2636056.0)	(35.0, 3197758.0)	(36.0, 3999825.0)	(37.0, 5307528.0)	(38.0, 7996322.0)	(39.0, 16203533.0)	(40.0, 59461283.0)								
DRR076641_2	(10.0, 16.0)	(11.0, 3355.0)	(12.0, 110893.0)	(13.0, 679147.0)	(14.0, 1283397.0)	(15.0, 1083872.0)	(16.0, 756213.0)	(17.0, 599280.0)	(18.0, 533210.0)	(19.0, 513686.0)	(20.0, 535347.0)	(21.0, 587999.0)	(22.0, 667192.0)	(23.0, 765855.0)	(24.0, 876977.0)	(25.0, 1005216.0)	(26.0, 1151380.0)	(27.0, 1316539.0)	(28.0, 1511026.0)	(29.0, 1737314.0)	(30.0, 2010804.0)	(31.0, 2340984.0)	(32.0, 2747507.0)	(33.0, 3251595.0)	(34.0, 3880841.0)	(35.0, 4707304.0)	(36.0, 5844416.0)	(37.0, 7512377.0)	(38.0, 10517714.0)	(39.0, 19587607.0)	(40.0, 31843525.0)							
DRR076642_1	(12.0, 118.0)	(13.0, 315.0)	(14.0, 421.0)	(15.0, 613.0)	(16.0, 1533.0)	(17.0, 4194.0)	(18.0, 11569.0)	(19.0, 28109.0)	(20.0, 55087.0)	(21.0, 92561.0)	(22.0, 143931.0)	(23.0, 211824.0)	(24.0, 299608.0)	(25.0, 411491.0)	(26.0, 547730.0)	(27.0, 710599.0)	(28.0, 899155.0)	(29.0, 1110564.0)	(30.0, 1351232.0)	(31.0, 1620126.0)	(32.0, 1925843.0)	(33.0, 2293128.0)	(34.0, 2742084.0)	(35.0, 3325407.0)	(36.0, 4157963.0)	(37.0, 5524423.0)	(38.0, 8359167.0)	(39.0, 17087895.0)	(40.0, 56700298.0)									
DRR076642_2	(10.0, 21.0)	(11.0, 3127.0)	(12.0, 104439.0)	(13.0, 652525.0)	(14.0, 1272152.0)	(15.0, 1092498.0)	(16.0, 756062.0)	(17.0, 591097.0)	(18.0, 527171.0)	(19.0, 514397.0)	(20.0, 546233.0)	(21.0, 613454.0)	(22.0, 702914.0)	(23.0, 813393.0)	(24.0, 937974.0)	(25.0, 1082559.0)	(26.0, 1239455.0)	(27.0, 1418355.0)	(28.0, 1623812.0)	(29.0, 1865732.0)	(30.0, 2156574.0)	(31.0, 2511409.0)	(32.0, 2948759.0)	(33.0, 3481824.0)	(34.0, 4144224.0)	(35.0, 5007684.0)	(36.0, 6191313.0)	(37.0, 7878218.0)	(38.0, 10633715.0)	(39.0, 18459992.0)	(40.0, 29845906.0)							
DRR076643_1	(11.0, 1.0)	(12.0, 118.0)	(13.0, 321.0)	(14.0, 505.0)	(15.0, 693.0)	(16.0, 1402.0)	(17.0, 3974.0)	(18.0, 10822.0)	(19.0, 25528.0)	(20.0, 48809.0)	(21.0, 80503.0)	(22.0, 123146.0)	(23.0, 177543.0)	(24.0, 248838.0)	(25.0, 340224.0)	(26.0, 452588.0)	(27.0, 591795.0)	(28.0, 753429.0)	(29.0, 941106.0)	(30.0, 1156829.0)	(31.0, 1403007.0)	(32.0, 1688440.0)	(33.0, 2029692.0)	(34.0, 2442902.0)	(35.0, 2975711.0)	(36.0, 3726717.0)	(37.0, 4941013.0)	(38.0, 7361777.0)	(39.0, 14967709.0)	(40.0, 62442558.0)								
DRR076643_2	(10.0, 25.0)	(11.0, 9316.0)	(12.0, 227456.0)	(13.0, 979457.0)	(14.0, 1261017.0)	(15.0, 898317.0)	(16.0, 646377.0)	(17.0, 523718.0)	(18.0, 448795.0)	(19.0, 403404.0)	(20.0, 393274.0)	(21.0, 413230.0)	(22.0, 460729.0)	(23.0, 526991.0)	(24.0, 610625.0)	(25.0, 711119.0)	(26.0, 828688.0)	(27.0, 963573.0)	(28.0, 1123985.0)	(29.0, 1314592.0)	(30.0, 1550945.0)	(31.0, 1835897.0)	(32.0, 2179917.0)	(33.0, 2594377.0)	(34.0, 3120675.0)	(35.0, 3835224.0)	(36.0, 4904799.0)	(37.0, 6709167.0)	(38.0, 10495661.0)	(39.0, 21994158.0)	(40.0, 36972192.0)							
